"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SLC26A4",142.4451422858,-1.8963957065518,0.39504622418791,-4.80044002559495,1.58317383707855e-06,0.000274295015824096
"PAX8",375.713680342725,-0.935469870056367,0.196498962431703,-4.76068605390986,1.92935976379026e-06,0.000310142057198819
"HSPA5",16443.3146218509,-0.954123169099114,0.200480117927331,-4.75919098094784,1.9437045835858e-06,0.000310142057198819
"BMP4",5286.72914270551,-0.902441588053243,0.189104558300349,-4.77218315710784,1.82239660069403e-06,0.000310142057198819
"ARG2",1787.53366058671,-0.864795733211524,0.181431985748174,-4.76650095431273,1.87452842598852e-06,0.000310142057198819
"CAMTA2",1120.01971057214,-0.895947693721868,0.188285089861143,-4.75846331954704,1.95072331374128e-06,0.000310142057198819
"CCR7",594.843335240821,0.914205604025111,0.191935657689675,4.76308370747459,1.90656704425035e-06,0.000310142057198819
"NTSR1",1019.15635269276,0.740497507453494,0.155252079404327,4.76964630872994,1.84549662941366e-06,0.000310142057198819
"PRSS35",44.1511002809316,-4.63031647062246,0.976895734541071,-4.73982668457213,2.13901104013398e-06,0.000336123199957797
"IGFBP3",22647.6510341148,-0.751686132879342,0.158907219132891,-4.73034602821109,2.24137468070788e-06,0.00034816020040329
"LRATD2",717.15979295028,-0.782237533009028,0.165676127790493,-4.72148609121413,2.34127644394446e-06,0.000355505728802983
"NTM",719.427094325406,-1.06187856774835,0.224867476716135,-4.72224166542691,2.33259278309053e-06,0.000355505728802983
"MYC",6079.2252858263,-0.624045404756979,0.133522641488335,-4.67370475749236,2.9581449755126e-06,0.000444181902211969
"FSTL4",145.922143277809,1.40761967366255,0.301512658470543,4.66852596107526,3.03368448306286e-06,0.000450518814330895
"SMIM14",588.96335067105,-0.830959003971401,0.178467719923957,-4.65607452331134,3.22295314276378e-06,0.000473423790992497
"LOC105379051",27.3392803127879,-3.13365990637295,0.675619865347816,-4.63819977341802,3.51456994895707e-06,0.000510708583765654
"NIBAN1",560.916822136684,-1.47618422967785,0.318575792310249,-4.63369868430006,3.59189695576895e-06,0.0005163925048964
"TNFAIP3",78.4022720398628,-2.32064654486329,0.501925240392048,-4.62349042867551,3.77336160558997e-06,0.000536770618294135
"ANO2",191.869025349139,-1.35336506541013,0.294402195186534,-4.5969937980681,4.2863037292296e-06,0.000603386547883425
"NEURL3",28.3031143302479,-2.933233231069,0.639773241776674,-4.58480136325068,4.54418232576276e-06,0.000627334114925678
"NANOS1",2094.84415147352,0.60323645452137,0.131579785227378,4.58456786108093,4.54926322796481e-06,0.000627334114925678
"CACNB1",276.23397476402,-0.943576775230316,0.206019782792997,-4.5800299487666,4.64909353353101e-06,0.000634624747597354
"SLC33A1",1024.90114297802,-0.693727124217133,0.15251449686647,-4.54859792655977,5.40045120037448e-06,0.000722591064572878
